Country,State,Location,Activity,Date,Year,Type,Month,Sex,Age,Injury_Category,Time,Species,Fatal Y/N
Mexico,Quintana Roo,Banco Chinchorro Biosphere Reserve,Fishing,23 oct-2023,2023,Provoked,October,M,59.0,Injury,No time specified,Other/Unknown,N
Australia,Western Australia,"Alexander Bay, Esperance",Fishing,21 oct-2023,2023,Watercraft,October,M,,Injury,17:00,Bronze Whaler Shark,N
Belize,Belize District,"San Pedro , Ambergris Caye",Snorkeling,20 oct 2023,2023,Unprovoked,October,F,8.0,Injury,No time specified,Nurse Shark,N
Usa,Hawaii,"Hanalei Bay, Kauai",Surfing,15 oct 2023,2023,Unprovoked,October,M,50.0,Injury,16:00,Tiger Shark,N
Usa,California,"Linda Mar, Pacific State Beach, San Mateo County",Surfing,13 oct-2023,2023,Unprovoked,October,M,52.0,Minor injury,15:45,Other/Unknown,N
Usa,Hawaii,"Paia, Maui",Surfing,02 oct-2023,2023,Unprovoked,October,F,45.0,Minor injury,13:00,Other/Unknown,N
Australia,South Australia,Beachport,Swimming,01 oct-2023,2023,Unprovoked,October,F,64.0,Minor injury,07:45,Other/Unknown,N
Usa,California,"Wildcat Beach, Marin County",Swimming,01 oct-2023,2023,Unprovoked,October,M,52.0,Other,10:40,Other/Unknown,Y
Usa,South Carolina,"Myrtle Beach, Horry County",Swimming,18 sep-2023,2023,Unprovoked,September,M,,Injury,16:00,Other/Unknown,N
Egypt,South Sinai,Dahab,Swimming,13 sep-2023,2023,Unprovoked,September,F,34.0,Severe injury,No time specified,Tiger Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,12 sep-2023,2023,Questionable,September,M,38.0,Injury,07:50,Other/Unknown,N
Usa,Florida,"Satellite Beach, Brevard County",Surfing,11 sep-2023,2023,Unprovoked,September,M,,Injury,No time specified,Other/Unknown,N
Philippines,Bolinao,"Pangasinan, Ilocos Norte, Luzon Island",Fishing,09 sep- 2023,2023,Unprovoked,September,M,,Injury,No time specified,Other/Unknown,Y
Coral Sea,,,On a round-the-world expedition,reported 06-sep-2023,2023,Watercraft,September,M,,Severe injury,01:00,Other/Unknown,N
Usa,Florida,"Ponce Inlet, Volusia County",Surfing,04 sep 2023,2023,Unprovoked,September,M,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Ponce Inlet, Volusia County",Wading,04 sep 2023,2023,Unprovoked,September,F,37.0,Injury,No time specified,Other/Unknown,N
Australia,New South Wales,"Lighthouse Beach, Port Macquarie",Surfing,25 aug 2023,2023,Unprovoked,August,M,44.0,Severe injury,10:00,White Shark,UNKNOWN
Usa,North Carolina,"Oak Island, Brunswick County",Wading,23 aug-2023,2023,Unprovoked,August,Unknown,9.0,Minor injury,09:00,Other/Unknown,N
Usa,California,"Pebble Beach, San Mateo County",Kayak fishing,22 aug-2023,2023,Watercraft,August,M,19.0,No injury,13:00,Other/Unknown,N
Bahamas,New Providence   Isoad,"Saunders Beach, Nassau",,21 aug-2023,2023,Questionable,August,M,,Unknown,No time specified,Other/Unknown,UNKNOWN
Spain,Valencia,Rabdells Beach,Wading,16 aug-2023,2023,Unprovoked,August,M,35.0,Minor injury,No time specified,Other/Unknown,N
Portugal,Norte,9 Nm Off Vila Do Conde,Fishing,16 aug-2023,2023,Provoked,August,M,,Injury,19:30,Other/Unknown,N
Samoa,Savai'I Island,Lano,Towing a dead whale out to sea,12 aug-2023,2023,Unprovoked,August,M,,Fatal,No time specified,Other/Unknown,Y
Usa,New York,Rockaway,Wading,07 aug-2023,2023,Unprovoked,August,F,65.0,Injury,17:50,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,31 jul-2023,2023,Unprovoked,July,M,22.0,Injury,09:30,Other/Unknown,N
Usa,Florida,"Anna Maria Island, Manatee County",Spearfishing,30 jul-2023,2023,Unprovoked,July,M,22.0,Injury,15:30,Other/Unknown,N
Usa,Florida,Tampa Bay,Swimming,29 jul-2023,2023,Unprovoked,July,F,26.0,Injury,20:00,Other/Unknown,N
Australia,Western Australia,Gnarabup Beach,Surfing,24 jul-2023,2023,Unprovoked,July,M,,Injury,08:45,Other/Unknown,N
Australia,Western Australia,Yallingup Lagoon,Snorkeling,22 jul-2023,2023,Unprovoked,July,M,77.0,Injury,No time specified,Wobbegong Shark,N
Usa,South Carolina,"Sea Pines Beach, Hilton Head Island, Beaufort County",Boogie boarding,21 jul-2023,2023,Unprovoked,July,M,60.0,Injury,13:20,Other/Unknown,N
Colombia,San Andrés Island,Nirvana,Freediving,18 jul-2023,2023,Unprovoked,July,M,38.0,Injury,No time specified,White Shark,N
Usa,Florida,New Smyrna Beach,Sitting,15 jul-2023,2023,Unprovoked,July,M,49.0,Injury,14:00,Other/Unknown,N
Usa,Florida,New Smyrna Beach,Surfing,14 jul-2023,2023,Unprovoked,July,M,21.0,Severe injury,15:00,Other/Unknown,N
South Africa,Eastern Cape Province,Chinta East,Watching the sardine run,reported 14 jul-2023,2023,Watercraft,July,Unknown,,No injury,No time specified,Other/Unknown,N
Ecuador,Galapagos Islands,Mosquera Islet,Snorkeling,04 jul-2023,2023,Unprovoked,July,F,42.0,Injury,No time specified,Other/Unknown,N
Usa,New York,"Cherry Grove, Suffolk County",Standing,04 jul-2023,2023,Unprovoked,July,F,,Injury,16:25,Other/Unknown,N
Usa,New York,"Fire Island Pines, Suffolk County",Swimming,04 jul-2023,2023,Unprovoked,July,M,49.0,Injury,13:55,Other/Unknown,N
Usa,New York,"Quogue Village Beach, Suffolk County",Swimming,04 jul-2023,2023,Unprovoked,July,M,47.0,Injury,13:50,Other/Unknown,N
Usa,New York,"Kismet Beach, Suffolk County",Surfing,03 jul-2023,2023,Unprovoked,July,M,15.0,Injury,17:20,Other/Unknown,N
Usa,New York,"Beach 3, Robert Moses State Park, Suffolk County",Swimming,03 jul-2023,2023,Unprovoked,July,F,15.0,Injury,13:45,Tiger Shark,N
Usa,Florida,"Cocoa Beach, Brevard County",Swimming,23-jun-2023,2023,Unprovoked,June,F,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Flamingo Marina, Homestead, Miami-Dade County",Fishing,23-jun-2023,2023,Unprovoked,June,M,,Injury,10:10,Other/Unknown,N
Usa,Hawaii,Laysan,Filming,reported 14-june 2023,2023,Unprovoked,June,M,,Other,No time specified,Tiger Shark,N
Egypt,Red Sea Protectorate,"Dream Beach, Hurguda",Swimming,08-jun 2023,2023,Unprovoked,June,M,24.0,Fatal,15:00,Tiger Shark,Y
Bahamas,Freeport,Shark Junction,Scuba diving,07-jun-2023,2023,Unprovoked,June,F,73.0,Severe injury,13:00,Other/Unknown,UNKNOWN
French Polynesia,Tahiti,"Matavai Bay, Arue, Papetee",Kite surfing,28-may 2023,2023,Unprovoked,May,F,25.0,Injury,14:35,Other/Unknown,N
New Caledonia,Poum,Twagne,Spearfishing,28-may 2023,2023,Unprovoked,May,M,42.0,Fatal,11:00,Other/Unknown,Y
Turks And Caicos,Providenciales Island,Grace Bay Beach,Snorkeling,24-may 2023,2023,Unprovoked,May,F,22.0,Severe injury,15:00,Other/Unknown,N
Bahamas,Lucayan Lucayan Archipelago,Athol Island,Jumped overboard,24 may 2023,2023,Questionable,May,M,18.0,Fatal,No time specified,Other/Unknown,Y
Usa,Utah,Sea Quest Aquarium Layton Davis County,Shark Feeding,,2023,Provoked,,F,26.0,Minor injury,15:00,Other/Unknown,N
Usa,New Jersey,"Stone Harbor, Cape May County",Surfing,21-may 2023,2023,Unprovoked,May,F,15.0,Injury,15:00,Other/Unknown,N
Usa,Florida,"Flagship Drive, Summerland Key, Monroe County",Fishing,19 -may 2023,2023,Provoked,May,M,35.0,Other,20:00,Other/Unknown,N
Usa,Florida,"Marathon, Monroe County",Spearfishing,18-may-2023,2023,Unprovoked,May,M,20.0,Other,15:00,Other/Unknown,N
Usa,South Carolina,"Isle Of Palms, Charleston County",Swimming,14-may-2023,2023,Unprovoked,May,F,24.0,Minor injury,17:00,Other/Unknown,N
Australia,South Australia,Elliston,Surfing,13-may-2023,2023,Unprovoked,May,M,46.0,Fatal,10:10,White Shark,Y
Usa,Florida,"Fort Pierce, St. Lucie County",Sitting,11-may-2023,2023,Unprovoked,May,F,13.0,Injury,No time specified,Bull Shark,N
Usa,Hawaii,"Kualoa, Oahu",Kayak fishing,11-may-2023,2023,Provoked,May,M,,Other,No time specified,Tiger Shark,N
Cuba,Mayabeque,Puerto Escondido,Spearfishing,09 may-2023,2023,Provoked,May,M,,Fatal,No time specified,Bull Shark,Y
Usa,Florida,"Davis Reef, Islamorada, Monroe County",Spearfishing,05-may-2023,2023,Unprovoked,May,M,22.0,Injury,11:30,Other/Unknown,N
South Africa,Easten Cape Province,"Supertubes, Jeffreys Bay",Surfing,03-may-2023,2023,Unprovoked,May,M,,Injury,19:15,Other/Unknown,N
South Africa,Easten Cape Province,Mngcibe Beach,Diving for crayfish,01-may-2023,2023,Unprovoked,May,M,39.0,Injury,No time specified,Other/Unknown,N
Australia,Western Australia,"Yallingup, Busselton",Swimming,29-apr-2023,2023,Unprovoked,April,M,,Minor injury,11:20,Other/Unknown,N
Australia,Western Australia,"Kurrajong Campground, Exnouth",Snorkeling,29-apr-2023,2023,Unprovoked,April,M,11.0,Injury,15:00,Other/Unknown,N
Usa,Florida,"Anna Maria Island, Manatee County",Spearfishing,23-apr-2023,2023,Unprovoked,April,M,,Minor injury,No time specified,Bull Shark,N
Australia,Western Australia,Lucy'S Beach,Surfing,22-apr-2023,2023,Unprovoked,April,M,30.0,Injury,07:15,Bronze Whaler Shark,N
Usa,Florida,"Virginia Key, Monroe County",Windsurfing,11-apr-2023,2023,Unprovoked,April,F,,Injury,15:00,Other/Unknown,N
Usa,Florida,Off Boca Raton. Palm Beach County,Kayak fishing,09-apr-2023,2023,Watercraft,April,M,,No injury,07:00,Other/Unknown,N
Usa,Hawaii,"Kewalos, Oahu",Surfing,09-apr-2023,2023,Unprovoked,April,M,58.0,Injury,07:00,Tiger Shark,N
Usa,Florida,"Blue Fish Channel, Key West, Monroe County",Kite-Surfing,25-mar-2023,2023,Unprovoked,March,M,67.0,Other,14:00,Other/Unknown,N
Cuba,Artemisa,Playa Majana,Fishing,25-mar-2023,2023,Provoked,March,M,17.0,Injury,No time specified,Other/Unknown,N
Australia,Western Australia,Delta Island,Wading,22-mar-2023,2023,Unprovoked,March,M,,Injury,18:00,Other/Unknown,N
Usa,Hawaii,Anaehoomalu Bay,Swimming,19-mar-2023,2023,Unprovoked,March,M,60.0,Other,12:30,Blacktip Shark,N
Mexico,Quintana Roo,Cancún,Swimming,17-mar-2023,2023,Questionable,March,M,10.0,Injury,No time specified,Other/Unknown,N
Australia,Western Australia,Cheynes Beach,Surf-sking,16-mar-2023,2023,Unprovoked,March,F,,Unknown,08:00,Other/Unknown,N
Brazil,Pernambuco,Piedade Beach,Swimming,06-mar-2023,2023,Unprovoked,March,F,15.0,Severe injury,14:20,Other/Unknown,N
Brazil,Pernambuco,Piedade Beach,Swimming,05-mar-2023,2023,Unprovoked,March,M,14.0,Severe injury,No time specified,Other/Unknown,N
Seychelles,Praslin Island,,Snorkeling,02-mar-2023,2023,Unprovoked,March,M,6.0,Injury,No time specified,Lemon Shark,UNKNOWN
Brazil,Pernambuco,Praia De Milagres,Surfing,21-feb-2023,2023,Unprovoked,February,M,32.0,Injury,16:30,Other/Unknown,N
New Caledonia,South Province,"Château-Royal Beach , Noumea",Swimming,19-feb-2023,2023,Unprovoked,February,M,59.0,Fatal,16:00,Bull Shark,Y
Usa,Florida,"Jupiter Island, Martin County",Surfing,19-feb-2023,2023,Unprovoked,February,M,60.0,Injury,17:30,Other/Unknown,N
Argentina,Patagonia,Chubut Province,,18-feb-2023,2023,Questionable,February,M,32.0,Other,No time specified,Other/Unknown,UNKNOWN
Fiji,Taveuni Island,Ura Estate,Spearfishing,17-feb-2023,2023,Questionable,February,M,41.0,Other,07:20,Other/Unknown,N
Australia,Western Australia,Freemantle,Swimming,04-feb-2023,2023,Unprovoked,February,F,16.0,Fatal,15:30,Bull Shark,Y
Australia,Queensland,Lady Musgrave Island,Fishing,30-jan-2023,2023,Unprovoked,January,M,8.0,Minor injury,No time specified,Other/Unknown,N
New Caledonia,South Province,"Chateau Royal Beach, Noumea",Swimming,29 jan--2023,2023,Unprovoked,January,M,49.0,Other,10:30,Bull Shark,N
Usa,Florida,"Outer Mole, Fort Zachrry Tatlor Historic Park, Key West, Monroe County",Swimming,08-jan--2023,2023,Unprovoked,January,M,34.0,Injury,14:00,Other/Unknown,N
Mexico,Gulf Of California,Tobari Bay,Diving with  surface-supplied air,05-jan-2023,2023,Unprovoked,January,M,53.0,Fatal,11:30,Other/Unknown,Y
Usa,Florida,70 Miles Off Pensacola,Spearishing,01-jan-2023,2023,Provoked,January,M,30.0,Injury,14:50,Other/Unknown,N
Maldives,Vaavu Atoll,,Snorkeling at Shark Feeding site,jan-2023,2023,Provoked,January,F,30.0,Minor injury,No time specified,Nurse Shark,N
South Africa,Knz,Protea Banks,Diving/Shark Feeding,30-dec-2022,2022,Provoked,December,M,26.0,Injury,09:00,Blacktip Shark,N
Usa,Hawaii,Anaeho'Imalu Bay,Swimming,13-dec-2022,2022,Unprovoked,December,M,68.0,Injury,08:00,Tiger Shark,N
Australia,New South Ales,Killick Creek Near Crescent Head,Swimming,11 dec-2022,2022,Unprovoked,December,M,15.0,Injury,16:30,Other/Unknown,N
Usa,Samoa,Pago Pago Harbor,Diving,09-dec-2022,2022,Unprovoked,December,M,43.0,Injury,12:00,Other/Unknown,N
Usa,Hawaii,"Keawakapu Point, Kehei, Maui",Snorkeling,08-dec-2022,2022,Unprovoked,December,F,60.0,Fatal,12:00,Tiger Shark,Y
Usa,Texas,,Surfing,07-dec-2022,2022,Unprovoked,December,M,,Injury,No time specified,Blacktip Shark,N
Usa,Florida,Hobe Sound,Swimming,27-nov-2022,2022,Unprovoked,November,F,10.0,Injury,No time specified,Other/Unknown,N
Usa,California,"Del Mar Beach, San Diego County",Swimming,04-nov-2022,2022,Unprovoked,November,F,50.0,Injury,10:00,White Shark,N
Usa,Florida,"Cape San Blas, Gulf County",Fishing,03-nov-2022,2022,Provoked,November,M,29.0,Injury,15:30,Other/Unknown,N
Usa,California,"Otter Point, Pacific Grove",Surfing,31-oct-2022,2022,Unprovoked,October,M,,Minor injury,17:17,Other/Unknown,N
Usa,Louisiana,25 Mikes From Empire,Fishing,28-oct-2022,2022,Sea Disaster,October,M,40.0,Minor injury,No time specified,Other/Unknown,N
Bahamas,,Cat Island,Diving,28-oct-2022,2022,Unprovoked,October,M,,Injury,No time specified,Other/Unknown,N
Usa,Mississippi,Horn Island,Fishing,27-oct-2022,2022,Provoked,October,M,,Minor injury,No time specified,Other/Unknown,N
Usa,Hawaii,Kauai,Snorkeling,25 oct-2022,2022,Unprovoked,October,M,51.0,No injury,No time specified,Tiger Shark,N
Australia,South Australia,Seacliff,Surf skiing,23-oct-2022,2022,Unprovoked,October,M,19.0,No injury,11:15,Other/Unknown,N
Usa,Florida,"Key Largo, Monroe County",Fishing,10-oct-2022,2022,Provoked,October,M,15.0,Minor injury,No time specified,Nurse Shark,N
Usa,Louisiana,25 Miles Off Empire,Shipwreck,08-oct-2022,2022,Unprovoked,October,M,40.0,Injury,No time specified,Other/Unknown,N
Australia,Western  Australia,Port Hedland,Spearfishing,07-oct-2022,2022,Unprovoked,October,M,38.0,Injury,11:30,Bull Shark,N
Australia,Victoria,"Nun'S Beach, Portland",Surfing,06-oct-2022,2022,Unprovoked,October,M,17.0,Injury,19:00,Other/Unknown,N
Usa,California,Centerville Beach,Surfing,02-oct-2022,2022,Unprovoked,October,M,31.0,Injury,15:30,White Shark,N
South Africa,Western Cape Province,"Central Beach, Plettenberg Bay",Swimming,25-sep-2022,2022,Unprovoked,September,F,39.0,Fatal,07:53,White Shark,Y
Usa,Florida,"Marathon, Monroe County",Spearfishing,22-sep-2022,2022,Unprovoked,September,M,26.0,Severe injury,No time specified,Other/Unknown,N
Bahamas,,Green Cay,Snorkeling,06-sep-2022,2022,Unprovoked,September,F,58.0,Fatal,14:00,Bull Shark,Y
Usa,Hawaii,"Lower Paia Beach Park, Maui",Swimming  or Snorkeling,03-sep-2022,2022,Unprovoked,September,F,51.0,Injury,16:10,Other/Unknown,N
Australia,New South Wales,Avoca,Surfing,31-aug-2022,2022,Unprovoked,August,M,14.0,Injury,07:00,Bronze Whaler Shark,N
Australia,New South Wales,Coffs Harbour,Kayaking,17-aug-2022,2022,Unprovoked,August,M,,No injury,No time specified,White Shark,N
Usa,South Carolina,"Myrtle Beach, Horry County",Swimming,15-aug-2022,2022,Unprovoked,August,F,,Minor injury,11:17,Other/Unknown,N
Usa,South Carolina,"Myrtle Beach, Horry County",Standing,15-aug-2022,2022,Unprovoked,August,F,,Injury,12:00,Blacktip Shark,N
Australia,Westerm Australia,Goode Beach,Spearfishing,15-aug-2022,2022,Unprovoked,August,M,17.0,Injury,No time specified,White Shark,N
Usa,Florida,"Looe Key, Monroe County",Snorkeling,13-aug-2022,2022,Unprovoked,August,M,10.0,Severe injury,16:00,Bull Shark,N
Usa,California,"Lovers Point, Pacific Grove, Monterey County",Paddleboarding,10-aug-2022,2022,Unprovoked,August,M,,No injury,11:30,Other/Unknown,N
England,Cornwall,Penzance,Snorkeling,28-jul-2022,2022,Unprovoked,July,F,,Minor injury,12:30,Other/Unknown,N
Usa,Florida,"Florida Keys, Monroe County",Lobstering,27-jul-2022,2022,Unprovoked,July,M,13.0,Injury,No time specified,Nurse Shark,N
Usa,Florida,"Daytona Beach, Volusia County",Wading,25-jul-2022,2022,Unprovoked,July,M,33.0,Minor injury,15:00,Blacktip Shark,N
Usa,New York,"Kismet Beach, Long Island",Surfing,20-jul-2022,2022,Unprovoked,July,M,16.0,Injury,17:45,Other/Unknown,N
Usa,Florida,"Cape Canaveral, Brevard County",,19-jul-2022,2022,Questionable,July,Unknown,,Minor injury,10:45,Other/Unknown,N
Usa,Noirth Carolina,"Topsail Beach, Pender County",Surfing,19-jul-2022,2022,Unprovoked,July,F,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Content Keys, Monroe County",Fishing,17-jul-2022,2022,Provoked,July,M,,Injury,17:30,Lemon Shark,N
Usa,Florida,"Daytona Beach Shores, Volusia County",,16-jul-2022,2022,Unprovoked,July,F,40.0,Minor injury,13:12,Other/Unknown,N
Usa,New York,"Seaview Beach, Suffolk County",,13-jul-2022,2022,Unprovoked,July,M,49.0,Injury,18:00,Other/Unknown,N
Usa,New York,"Smith Point Beach, Suffolk County",Surfing,13-jul-2022,2022,Unprovoked,July,M,41.0,Injury,07:30,Tiger Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,10-jul-2022,2022,Unprovoked,July,M,,Minor injury,No time specified,Other/Unknown,N
Usa,New York,"Ocean Beach, Long Island",Lifeguard Training Exercise,07-jul-2022,2022,Unprovoked,July,M,17.0,Minor injury,No time specified,Other/Unknown,N
Japan,Okinawa,Nago,Snorkeling,04-jul-2022,2022,Unprovoked,July,M,60.0,Fatal,No time specified,Other/Unknown,Y
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,03-jul-2022,2022,Unprovoked,July,M,28.0,Injury,11:43,Other/Unknown,N
Usa,New York,"Smith Point Beach, Suffolk County",Lifeguard Exercises,03-jul-2022,2022,Unprovoked,July,M,,Injury,10:15,Other/Unknown,N
Indonesia,Bali,Balian Beach,Surfing,01-jul-2022,2022,Unprovoked,July,F,,Injury,No time specified,Other/Unknown,N
Egypt,"Hurghada, Red Sea Governorate",Sahl Hasheesh,Snorkeling,01-jul-2022,2022,Unprovoked,July,F,,Fatal,No time specified,White Shark,Y
Egypt,"Hurghada, Red Sea Governorate",Sahl Hasheesh,Swimming,01-jul-2022,2022,Unprovoked,July,F,68.0,Fatal,No time specified,White Shark,Y
Usa,New York,"Jones Beach, Nassau County",Swimming,30-jun-2022,2022,Unprovoked,June,M,,Injury,13:00,Other/Unknown,N
Usa,Florida,"Keaton Beach,",Scalloping,30-jun-2022,2022,Unprovoked,June,F,17.0,Severe injury,15:00,Other/Unknown,N
Usa,Florida,"Sawyer Key , Monroe County",Swimming,29-jun-2022,2022,Unprovoked,June,F,35.0,Injury,20:00,Other/Unknown,N
Usa,Florida,"Summerland Key, Monroe County",Jumped into water,29-jun-2022,2022,Unprovoked,June,M,,Injury,No time specified,Other/Unknown,N
South Africa,Western Cape Province,"Sanctuary Beach, Plettenberg Bay",Swimming,28-jun-2022,2022,Unprovoked,June,M,,Fatal,14:09,Other/Unknown,Y
Jamaica,,,Fishing,24-jun-2022,2022,Unprovoked,June,M,,Severe injury,No time specified,Tiger Shark,N
Usa,Florida,"Redington Beach, Pinellas County",,23-jun-2022,2022,Unprovoked,June,F,,Injury,No time specified,Other/Unknown,N
Usa,California,"Pacific Grove, Monterey County",Swimming,22-jun-2022,2022,Unprovoked,June,M,62.0,Injury,10:40,White Shark,N
Usa,South Carolina,"Myrtle Beach, Horry County",,21-jun-2022,2022,Unprovoked,June,M,,Unknown,No time specified,Other/Unknown,N
Australia,Western Australia,Oyster Stacks Near Exmouth12H15,Swimming,01-jun-2022,2022,Unprovoked,June,F,,Minor injury,12:15,Other/Unknown,N
Australia,Western Australia,Yallingup,Surfing,27-may-2022,2022,Unprovoked,May,Unknown,,No injury,No time specified,Bronze Whaler Shark,N
Australia,Western Australia,"Royal Perth Yacht Club, Swan River",Diving,20-may-2022,2022,Unprovoked,May,M,20.0,No injury,No time specified,Bull Shark,N
Belize,Ambergris Cay,Off San Pedro,Spearfishing,19-may-2022,2022,Provoked,May,M,,Injury,No time specified,Other/Unknown,N
Maldives,,"Maafilaafushi Island, Lhaviyani Atoll",Fishing,10-may-2022,2022,Unprovoked,May,M,62.0,Injury,No time specified,Other/Unknown,N
French Polynesia,Bora Bora,To'Opua,,07-may-2022,2022,Unprovoked,May,Unknown,,Injury,No time specified,Other/Unknown,N
Usa,Georgia,"Île De Saint Simon, Glynn County",Fishing,03-may-2022,2022,Provoked,May,M,,Injury,19:12,Blacktip Shark,N
Thailand,Phuket,Kamala Beach,Playing in the water,01-may-2022,2022,Unprovoked,May,M,8.0,Injury,No time specified,Other/Unknown,N
French Polynesia,Tahiti,"Pointe Des Pêcheurs, Punaahuia",,30-apr-2022,2022,Unprovoked,April,M,22.0,Injury,No time specified,Tiger Shark,N
Australia,,,Paddleboarding,reported 27-apr-2022,2022,Unprovoked,April,M,32.0,No injury,No time specified,Other/Unknown,N
Usa,Florida,"Whale Harbor, Islamorada, Monroe County",,17-apr-2022,2022,Unprovoked,April,M,56.0,Injury,16:00,Other/Unknown,N
Usa,Alabama,"Gulf Shores, Baldwin County",Swimming,12-apr-2022,2022,Unprovoked,April,M,17.0,Injury,No time specified,Other/Unknown,N
